CODIGOENTIDAD,RUC_ENTIDAD,ENTIDAD,ENTIDAD_DEPARTAMENTO,ENTIDAD_PROVINCIA,ENTIDAD_DISTRITO,FECHACONVOCATORIA,OBJETOCONTRACTUAL,PROCESO,CODIGOCONVOCATORIA,DESCRIPCION_PROCESO,NUMERO_ITEM,ITEMCONVOCA_DESCRIPCION,ITEMCONVOCA_UNIDADMEDIDA,SECTOR,TIPOENTIDADOEE,TIPOPROCESO,ITEM_DEPARTAMENTO,ITEM_PROVINCIA,ITEM_DISTRITO,ESTADOITEMCONVOCA,ULTIMO,MONEDA,CAUSAL_EXOR_CONT_DIRECTA,MONTOREFERENCIAL,MONTOREFERENCIALSOLES,MONTOADJUDICADO,MONTOADJUDICADOSOLES,TIPOPROVEEDOR,RUCPROVEEDOR,PROVEEDOR,RUCDETALLEPROVEEDOR,DETALLEPROVEEDOR,URLFICHAPROCESO,RUBROS
256,20207429091,MUNICIPALIDAD PROVINCIAL DE POMABAMBA,ANCASH,POMABAMBA,POMABAMBA,6/5/20,Bien,DIRECTA-PROC-1-2020-MPP/OEC-1,611076,ADQUISICIAN DE BIENES DE PRIMERA NECESIDAD DE LA CANASTA FAMILIAR EN EL MARCO DE EMERGENCIA NACIONAL POR EL COVID - 19 EN EL DISTRITO DE POMABAMBA - PROVINCIA DE POMABAMBA - DEPARTAMENTO DE ANCASH,9,ADQUISICIA?N DE BIENES DE PRIMERA NECESIDAD DE LA CANASTA FAMILIAR EN EL MARCO DE EMERGENCIA NACIONAL POR EL COVID - 19 EN EL DISTRITO DE POMABAMBA - PROVINCIA DE POMABAMBA - DEPARTAMENTO DE ANCASH,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,POMABAMBA,POMABAMBA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,200000.0,200000.0,200000.0,200000.0,Persona Natural,10432704101,CORTEZ AGREDA FRANCISCO EDWARD,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611076,CANASTA DE VIVERES
302,20142747155,MUNICIPALIDAD PROVINCIAL DE HUARMEY,ANCASH,HUARMEY,HUARMEY,5/5/20,Bien,DIRECTA-PROC-2-2020-MPH/OEC-1,611077,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD PARA LA CANASTA BASICA FAMILIAR  DE LA PROVINCIA DE HUARMEY  EN ELMARCO DE LA EMERGENCIA  NACIONAL POR EL COVIP 19( DECRETO DE URGENCIA NAdeg 033-2020-PCM),1,PRODUCTOS DE PRIMERA NECESIDAD,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,HUARMEY,HUARMEY,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,76014.0,76014.0,76014.0,76014.0,Persona Juridica,20445574288,INVERSIONES GEPIER S.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611077,CANASTA DE VIVERES
302,20142747155,MUNICIPALIDAD PROVINCIAL DE HUARMEY,ANCASH,HUARMEY,HUARMEY,5/5/20,Bien,DIRECTA-PROC-2-2020-MPH/OEC-1,611077,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD PARA LA CANASTA BASICA FAMILIAR  DE LA PROVINCIA DE HUARMEY  EN ELMARCO DE LA EMERGENCIA  NACIONAL POR EL COVIP 19( DECRETO DE URGENCIA NAdeg 033-2020-PCM),2,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD (ARROZ Y MENESTRA),Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,HUARMEY,HUARMEY,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,84132.0,84132.0,84132.0,84132.0,Persona Juridica,20402767180,ASOCIACION DE PRODUCTORES DE ARROZ DE RINCONADA Y ANEXOS,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611077,CANASTA DE VIVERES
302,20142747155,MUNICIPALIDAD PROVINCIAL DE HUARMEY,ANCASH,HUARMEY,HUARMEY,5/5/20,Bien,DIRECTA-PROC-2-2020-MPH/OEC-1,611077,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD PARA LA CANASTA BASICA FAMILIAR  DE LA PROVINCIA DE HUARMEY  EN ELMARCO DE LA EMERGENCIA  NACIONAL POR EL COVIP 19( DECRETO DE URGENCIA NAdeg 033-2020-PCM),3,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD (LECHE Y ACEITE),Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,HUARMEY,HUARMEY,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,37146.0,37146.0,37146.0,37146.0,Persona Natural,10424643896,ARRIBASPLATA VILLANUEVA SHYLLEKO MELLISSA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611077,CANASTA DE VIVERES
711,20176288958,MUNICIPALIDAD DISTRITAL DE NANCHOC,CAJAMARCA,SAN MIGUEL,NANCHOC,5/5/20,Bien,DIRECTA-PROC-1-2020-MDN/OEC-1,611078,"ADQUISICIAN DE PRODUCTO DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR PARA ATENDER A HOGARES VULNERABLES DE BAJOS RECURSOS ECONAMICOS Y EN POBREZA EXTREMA DEL DISTRITO DE NANCHOC, EN EL MARCO DEL DECRETO DE URGENCIA NAdeg 033-2020; COMO MEDIDA DICTADA ANTE LA EMERGENCIA SANITARIA POR EL BROTE DEL COVID-19, MEDIANTE DECRETO SUPREMO NAdeg 044-2020-PCM.",1,"ADQUISICIA?N DE PRODUCTO DE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR PARA ATENDER A HOGARES VULNERABLES DE BAJOS RECURSOS ECONA?MICOS Y EN POBREZA EXTREMA DEL DISTRITO DE NANCHOC, EN EL MARCO DEL DECRETO DE URGENCIA NA? 033-2020; COMO MEDIDA DICTADA ANTE LA EMERGENCIA SANITARIA POR EL BROTE DEL COVID-19, MEDIANTE DECRETO SUPREMO NA? 044-2020-PCM.",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CAJAMARCA,SAN MIGUEL,NANCHOC,Contratado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20602721524,COMERCIALIZADORA DE ABARROTES Y HARINAS SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611078,CANASTA DE VIVERES
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-4-2020-ESSALUD/GCL-1,611080,AdquisiciA3n de Bienes No EstratA(c)gicos por ContrataciA3n Directa A? SituaciA3n de Emergencia,1,VENTILADORES DE PIE Y PARED,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,387600.0,387600.0,387600.0,387600.0,Persona Juridica,20601500281,SAVA TECHNOLOGY & ENGINEERING E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611080,MATERIAL Y EQUIPO MEDICO
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-4-2020-ESSALUD/GCL-1,611080,AdquisiciA3n de Bienes No EstratA(c)gicos por ContrataciA3n Directa A? SituaciA3n de Emergencia,2,BOLSAS ROJAS DE DOBLE FUELLE,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,245242.8,245242.8,245242.8,245242.8,Persona Juridica,20383958581,PLASTICOS BOLSITEXS SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611080,PROD. ASEO Y LIMPIEZA
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-4-2020-ESSALUD/GCL-1,611080,AdquisiciA3n de Bienes No EstratA(c)gicos por ContrataciA3n Directa A? SituaciA3n de Emergencia,3,TACHOS ROJOS,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,220800.0,220800.0,220800.0,220800.0,Persona Juridica,20518074050,EMPRESA BIACCI S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611080,OTROS BIENES
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-4-2020-ESSALUD/GCL-1,611080,AdquisiciA3n de Bienes No EstratA(c)gicos por ContrataciA3n Directa A? SituaciA3n de Emergencia,4,GRUPOS ELECTROGENOS,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,355200.0,355200.0,355200.0,355200.0,Persona Juridica,20494190231,LC GROUP SOCIEDAD ANONIMA CERRADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611080,OTROS BIENES
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-4-2020-ESSALUD/GCL-1,611080,AdquisiciA3n de Bienes No EstratA(c)gicos por ContrataciA3n Directa A? SituaciA3n de Emergencia,5,PAPEL TOALLA ROLLOS DE 140M X 3 UNIDADES,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,1898250.0,1898250.0,1898250.0,1898250.0,Persona Juridica,20550901146,MERCANTIL GROUP S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611080,PROD. ASEO Y LIMPIEZA
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-4-2020-ESSALUD/GCL-1,611080,AdquisiciA3n de Bienes No EstratA(c)gicos por ContrataciA3n Directa A? SituaciA3n de Emergencia,6,GUANTES DE NITRILO,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,583840.0,583840.0,583840.0,583840.0,Persona Juridica,20508758902,SCHUBERT COMPANY S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611080,MATERIAL Y EQUIPO MEDICO
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-4-2020-ESSALUD/GCL-1,611080,AdquisiciA3n de Bienes No EstratA(c)gicos por ContrataciA3n Directa A? SituaciA3n de Emergencia,7,GUANTES DE JEBE,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,127897.0,127897.0,127897.0,127897.0,Persona Juridica,20551706495,BIENES Y SERVICIOS CONTRATISTAS GENERALES SANTA ELENA E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611080,MATERIAL Y EQUIPO MEDICO
2543,20131257750,SEGURO SOCIAL DE SALUD,LIMA,LIMA,JESUS MARIA,5/5/20,Bien,DIRECTA-PROC-4-2020-ESSALUD/GCL-1,611080,AdquisiciA3n de Bienes No EstratA(c)gicos por ContrataciA3n Directa A? SituaciA3n de Emergencia,8,BOTAS DE JEBE,Unidad,TRABAJO Y PROMOCIAN DEL EMPLEO,FONAFE,ContrataciA3n Directa,LIMA,LIMA,JESUS MARIA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,70294.5,70294.5,70294.5,70294.5,Persona Juridica,20131529181,SEGURINDUSTRIA SA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611080,MATERIAL Y EQUIPO MEDICO
1027,20195122238,MUNICIPALIDAD DISTRITAL DE LOS AQUIJES,ICA,ICA,LOS AQUIJES,5/5/20,Bien,DIRECTA-PROC-1-2020-MDLA-1,611084,ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID 19 EN EL DISTRITO DE LOS AQUIJES PROVINCIA DE ICA DEPARTAMENTO DE ICA,1,"ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID 19, EN EL DISTRITO DE LOS AQUIJES, PROVINCIA DE ICA, DEPARTAMENTO DE ICA",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ICA,ICA,LOS AQUIJES,Contratado,ULTIMO,Soles,SituaciA3n emergencia,46162.5,46162.5,46162.5,46162.5,Persona Natural,10215457252,GABRIEL PALOMINO MANUEL RAUL,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611084,CANASTA DE VIVERES
376,20175826743,MUNICIPALIDAD DISTRITAL DE CURPAHUASI,APURIMAC,GRAU,CURPAHUASI,5/5/20,Bien,DIRECTA-PROC-1-2020-MDC-1,611085,ADQUISICION DE DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID-19 EN EL DISTRITO DE CURPAHUASI - GRAU - APURIMAC,1,"ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID-19, EN EL DISTRITO DE CURPAHUASI - GRAU - APURIMAC.",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,APURIMAC,GRAU,CURPAHUASI,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20602777279,POTREROO S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611085,CANASTA DE VIVERES
335,20288775444,MUNICIPALIDAD DISTRITAL DE POMACOCHA - ANDAHUAYLAS,APURIMAC,ANDAHUAYLAS,POMACOCHA,5/5/20,Bien,DIRECTA-PROC-1-2020-MDP/OEC-1,611086,"A?ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR PARA EL DISTRITO DE POMACOCHA -ANDAHUAYLAS-APURIMAC, EN EL MARCO DE LA EMERGENCIA SANITARIA DECLARADO POR EL COVID 19A?",1,"A?ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR PARA EL DISTRITO DE POMACOCHA -ANDAHUAYLAS-APURIMAC, EN EL MARCO DE LA EMERGENCIA SANITARIA DECLARADO POR EL COVID 19A?",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,APURIMAC,ANDAHUAYLAS,POMACOCHA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,48787.2,48787.2,48787.2,48787.2,Persona Natural,10444826636,PEREZ AYMA LUIS ARMANDO,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611086,CANASTA DE VIVERES
201825,20600234634,MUNICIPALIDAD DISTRITAL JOSE MARIA ARGUEDAS,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,4/5/20,Bien,DIRECTA-PROC-1-2020-MDJMA-1,611087,"A?ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR, A FAVOR DE LA POBLACION EN SITUACION DE VULNERABILIDAD DEL DISTRITO DE JOSE MARIA ARGUEDAS, PROVINCIA DE ANDAHUAYLAS, REGION APURIMAC EN EL MARCO DE LA DECLARATORIA DE ESTADO DE EMERGENCIA NACIONAL A COSNSECUENCIA DEL BROT",1,"A?ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR, A FAVOR DE LA POBLACION EN SITUACION DE VULNERABILIDAD DEL DISTRITO DE JOSE MARIA ARGUEDAS, PROVINCIA DE ANDAHUAYLAS, REGION APURIMAC EN EL MARCO DE LA DECLARATORIA DE ESTADO DE EMERGENCIA NACIONAL A COSNSECUENCIA DEL BROTE DEL COVID 19A?",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,87136.6,87136.6,25835.4,25835.4,Persona Juridica,20490012665,ASOCIACION AGRO GANADERO VALLE VERDE,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611087,CANASTA DE VIVERES
201825,20600234634,MUNICIPALIDAD DISTRITAL JOSE MARIA ARGUEDAS,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,4/5/20,Bien,DIRECTA-PROC-1-2020-MDJMA-1,611087,"A?ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR, A FAVOR DE LA POBLACION EN SITUACION DE VULNERABILIDAD DEL DISTRITO DE JOSE MARIA ARGUEDAS, PROVINCIA DE ANDAHUAYLAS, REGION APURIMAC EN EL MARCO DE LA DECLARATORIA DE ESTADO DE EMERGENCIA NACIONAL A COSNSECUENCIA DEL BROT",1,"A?ADQUISICION DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR, A FAVOR DE LA POBLACION EN SITUACION DE VULNERABILIDAD DEL DISTRITO DE JOSE MARIA ARGUEDAS, PROVINCIA DE ANDAHUAYLAS, REGION APURIMAC EN EL MARCO DE LA DECLARATORIA DE ESTADO DE EMERGENCIA NACIONAL A COSNSECUENCIA DEL BROTE DEL COVID 19A?",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,87136.6,87136.6,61301.2,61301.2,Persona Juridica,20601538807,CORPORACION YHOAMS S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611087,CANASTA DE VIVERES
503,20312193451,MUNICIPALIDAD DISTRITAL DE TOMEPAMPA,AREQUIPA,LA UNION,TOMEPAMPA,6/5/20,Bien,DIRECTA-PROC-1-2020-MDT-1,611093,"ADQUISICIAN DE PRODUCTOSDE PRIMERA NECESIDAD DE LA CANASTA BASICA FAMILIAR PARA LA POBLACIAN VULNERABLE DEL DISTRITO DE TOMEPAMPA, PROVINCIA DE LA UNION - REGION AREQUIPA. EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19",1,"ADQUISICIA?N DE PRODUCTOSDE PRIMERA NECESIDAD DE LA CANASTA BA?SICA FAMILIAR PARA LA POBLACIA?N VULNERABLE DEL DISTRITO DE TOMEPAMPA, PROVINCIA DE LA UNION - REGION AREQUIPA. EN EL MARCO DE LA EMERGENCIA NACIONAL POR EL COVID-19",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,AREQUIPA,LA UNION,TOMEPAMPA,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,50000.0,50000.0,50000.0,50000.0,Persona Juridica,20454428022,REPRESENTACIONES MONTES S.R.L.-MONTES S. R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611093,CANASTA DE VIVERES
728,20179249660,MUNICIPALIDAD DISTRITAL DE LA ESPERANZA - SANTA CRUZ,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,6/5/20,Bien,DIRECTA-PROC-1-2020-MDLE/OEC-1,611095,ADQUISICIAN DE PRODUCTOS ALIMENTICIOS PARA LA CANASTA BASICA FAMILIAR EN EL MARCO   DE LA DECLARATORIA DE EMERGENCIA NACIONAL COVID -19,1,AdquisiciA?n de productos alimenticios para la canasta bA?sica familiar por el brote del COVID-19,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,Contratado,ULTIMO,Soles,SituaciA3n emergencia,99978.8,99978.8,99978.8,99978.8,Persona Juridica,20603554028,NEGOCIACIONES LIAN YAEL E.I.R.L.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611095,CANASTA DE VIVERES
253,20219340894,MUNICIPALIDAD DISTRITAL DE PAMPAS - PALLASCA,ANCASH,PALLASCA,PAMPAS,6/5/20,Bien,DIRECTA-PROC-1-2020-MDP-1,611096,ADQUISICIAN DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID-19,1,"ADQUISICIA?N DE PRODUCTOS DE PRIMERA NECESIDAD DE LA CANASTA FAMILIAR EN EL MARCO DEL ESTADO DE EMERGENCIA NACIONAL POR EL COVID-19, EN EL DISTRITO DE PAMPAS A? PROVINCIA DE PALLASCA A? DEPARTAMENTO DE ANCASH",Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,ANCASH,PALLASCA,PAMPAS,Adjudicado,ULTIMO,Soles,SituaciA3n emergencia,100000.0,100000.0,100000.0,100000.0,Persona Juridica,20602146368,MULTISERVICIOS GENERALES JOSHUA KADI S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611096,CANASTA DE VIVERES
200562,20409446303,GOBIERNO REGIONAL DE TUMBES - HOSPITAL REGIONAL JOSE ALFREDO MENDOZA OLAVARRIA-JAMO II-2,TUMBES,TUMBES,TUMBES,6/5/20,Servicio,DIRECTA-PROC-3-2020-HRT II-2-1,611107,SERVICIO DE MANTENIMIENTO Y ACONDICIONAMIENTO DE MODULOS METALICOS PARA LA UNIDAD DE CUIDADOS INTENSIVOS- UCI -A PACIENTES DIAGNOSTICADOS CON   COVID-19  EN EL HOSPITAL REGIONAL JAMO2-II TUMBES EN INSTALACIONES DEL HOSPITAL SAGARO,1,SERVICIO DE MANTENIMIENTO Y ACONDICIONAMIENTO DE MODULOS METALICOS PARA LA UNIDAD DE CUIDADOS INTENSIVOS,Servicio,GOBIERNO REGIONAL,GOBIERNO REGIONAL,ContrataciA3n Directa,TUMBES,TUMBES,TUMBES,Contratado,ULTIMO,Soles,SituaciA3n emergencia,44149.68,44149.68,44149.68,44149.68,Persona Juridica,20409331239,GRUPO OYD SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611107,OTROS SERVICIOS
1590,20146722653,MUNICIPALIDAD DISTRITAL DE LA UNION - PIURA,PIURA,PIURA,LA UNION,6/5/20,Bien,DIRECTA-PROC-1-2020-MDLU-OEC-1,611112,AdquisiciA3n de Productos de Primera Necesidad de la Canasta BA!sica Familiar en el Marco de la Emergencia Nacional por el COVID-19 para las familias del distrito de La UniA3n - DECRETO DE URGENCIA NAdeg 033-2020,1,AdquisiciA?n de Productos de Primera Necesidad de la Canasta BA?sica Familiar en el Marco de la Emergencia Nacional por el COVID-19 para las familias del distrito de La UniA?n - DECRETO DE URGENCIA NA? 033-2020-I,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PIURA,PIURA,LA UNION,Contratado,ULTIMO,Soles,SituaciA3n emergencia,134346.17,134346.17,134346.17,134346.17,Persona Juridica,20530234526,CONTRATISTAS GENERALES MDO S.A.C,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611112,CANASTA DE VIVERES
1590,20146722653,MUNICIPALIDAD DISTRITAL DE LA UNION - PIURA,PIURA,PIURA,LA UNION,6/5/20,Bien,DIRECTA-PROC-1-2020-MDLU-OEC-1,611112,AdquisiciA3n de Productos de Primera Necesidad de la Canasta BA!sica Familiar en el Marco de la Emergencia Nacional por el COVID-19 para las familias del distrito de La UniA3n - DECRETO DE URGENCIA NAdeg 033-2020,2,AdquisiciA?n de Productos de Primera Necesidad de la Canasta BA?sica Familiar en el Marco de la Emergencia Nacional por el COVID-19 para las familias del distrito de La UniA?n - DECRETO DE URGENCIA NA? 033-2020-II,Unidad,GOBIERNO LOCAL,GOBIERNO LOCAL,ContrataciA3n Directa,PIURA,PIURA,LA UNION,Contratado,ULTIMO,Soles,SituaciA3n emergencia,65652.12,65652.12,65652.12,65652.12,Persona Juridica,20514345440,CORPORACION DE DISTRIBUCIONES Y SERVICIOS DEL NORTE S.A.C.,,,http://prodapp2.seace.gob.pe/seacebus-uiwd-pub/fichaSeleccion/fichaSeleccion.xhtml?idSistema=3&ongei=1&idConvocatoria=611112,CANASTA DE VIVERES
